"Simétrico","[-2.301804523328755e-05, -2.5726050554850793e-05, -2.6248291651727742e-05, -2.4674581858128676e-05, -1.293114368136587e-05]"
"Asimétrico","[-2.550675709655121e-05, -2.5126186160460297e-05, -2.5116012404006134e-05, -2.314541102095223e-05, -2.24750997267919e-05]"
"Compensado","[-2.443496917783956e-05, -2.41666256646422e-05, -2.1165901846613787e-05, -2.03681596493554e-05, -2.013812619908381e-05]
"
