"Simétrico","[3.6679152278404525e-05, 4.041639338058258e-05, 7.355533121842683e-05, 4.583240697568072e-05, 4.3950471083582487e-05]"
"Asimétrico","[4.034785126628329e-05, 6.175569941711859e-05, 5.3356181856976325e-05, 4.525099332239019e-05, 2.7607984965964203e-05]"
"Compensado","[4.42292448405532e-05, 4.4545136063737854e-05, 4.289081703637194e-05, 4.235980401105807e-05, 4.258906043734823e-05]"
