idx,filename,temperature [C],flecha [mm],global time
1,3.11172462406015_mm_154.70_grados_1_1,154.7,3.11172462406015,"2022,03,07,13:37:52"
1,3.11172462406015_mm_154.70_grados_2_1,154.7,3.11172462406015,"2022,03,07,13:38:06"
2,3.11172462406015_mm_159.50_grados_1_2,159.5,3.11172462406015,"2022,03,07,13:50:33"
2,3.11172462406015_mm_159.50_grados_2_2,159.5,3.11172462406015,"2022,03,07,13:50:47"
3,3.11172462406015_mm_164.70_grados_1_3,164.7,3.11172462406015,"2022,03,07,14:04:43"
3,3.11172462406015_mm_164.70_grados_2_3,164.7,3.11172462406015,"2022,03,07,14:04:57"
4,3.11172462406015_mm_169.50_grados_1_4,169.5,3.11172462406015,"2022,03,07,14:18:43"
4,3.11172462406015_mm_169.50_grados_2_4,169.5,3.11172462406015,"2022,03,07,14:18:57"
5,3.11172462406015_mm_174.80_grados_1_5,174.8,3.11172462406015,"2022,03,07,14:36:13"
5,3.11172462406015_mm_174.80_grados_2_5,174.8,3.11172462406015,"2022,03,07,14:36:27"
99,3.11172462406015_mm_172.30_grados_prueba_99,172.3,3.11172462406015,"2022,03,07,14:40:43"
0,3.11172462406015_mm_179.70_grados_1_0,179.7,3.11172462406015,"2022,03,07,14:52:28"
0,3.11172462406015_mm_179.70_grados_2_0,179.7,3.11172462406015,"2022,03,07,14:52:42"
1,3.11172462406015_mm_184.60_grados_1_1,184.6,3.11172462406015,"2022,03,07,15:09:38"
1,3.11172462406015_mm_184.60_grados_2_1,184.6,3.11172462406015,"2022,03,07,15:09:52"
2,3.11172462406015_mm_189.60_grados_1_2,189.6,3.11172462406015,"2022,03,07,15:24:58"
2,3.11172462406015_mm_189.60_grados_2_2,189.6,3.11172462406015,"2022,03,07,15:25:12"
3,3.11172462406015_mm_194.60_grados_1_3,194.6,3.11172462406015,"2022,03,07,15:43:08"
3,3.11172462406015_mm_194.70_grados_2_3,194.7,3.11172462406015,"2022,03,07,15:43:22"
4,3.11172462406015_mm_199.70_grados_1_4,199.7,3.11172462406015,"2022,03,07,16:02:23"
4,3.11172462406015_mm_199.80_grados_2_4,199.8,3.11172462406015,"2022,03,07,16:02:37"
4,3.11172462406015_mm_199.70_grados_2_4,199.7,3.11172462406015,"2022,03,07,16:02:51"
99,6.2234492481203_mm_20.10_grados_prueba_99,20.1,6.2234492481203,"2022,03,08,09:26:39"
99,6.2234492481203_mm_20.50_grados_prueba_99,20.5,6.2234492481203,"2022,03,08,09:26:53"
0,6.2234492481203_mm_30.10_grados_1_0,30.1,6.2234492481203,"2022,03,08,09:31:25"
0,6.2234492481203_mm_30.10_grados_2_0,30.1,6.2234492481203,"2022,03,08,09:31:39"
1,6.2234492481203_mm_34.90_grados_1_1,34.9,6.2234492481203,"2022,03,08,09:38:00"
1,6.2234492481203_mm_35.00_grados_2_1,35.0,6.2234492481203,"2022,03,08,09:38:14"
2,6.2234492481203_mm_40.00_grados_1_2,40.0,6.2234492481203,"2022,03,08,09:44:50"
2,6.2234492481203_mm_40.00_grados_2_2,40.0,6.2234492481203,"2022,03,08,09:45:04"
3,6.2234492481203_mm_45.00_grados_1_3,45.0,6.2234492481203,"2022,03,08,09:51:45"
3,6.2234492481203_mm_45.00_grados_1_3,45.0,6.2234492481203,"2022,03,08,09:51:59"
3,6.2234492481203_mm_45.10_grados_1_3,45.1,6.2234492481203,"2022,03,08,09:52:13"
3,6.2234492481203_mm_45.10_grados_2_3,45.1,6.2234492481203,"2022,03,08,09:52:27"
4,6.2234492481203_mm_50.00_grados_1_4,50.0,6.2234492481203,"2022,03,08,09:59:00"
4,6.2234492481203_mm_50.10_grados_1_4,50.1,6.2234492481203,"2022,03,08,09:59:14"
4,6.2234492481203_mm_50.20_grados_1_4,50.2,6.2234492481203,"2022,03,08,09:59:28"
4,6.2234492481203_mm_50.20_grados_2_4,50.2,6.2234492481203,"2022,03,08,09:59:42"
5,6.2234492481203_mm_55.10_grados_1_5,55.1,6.2234492481203,"2022,03,08,10:06:40"
5,6.2234492481203_mm_55.20_grados_2_5,55.2,6.2234492481203,"2022,03,08,10:06:54"
99,6.2234492481203_mm_55.50_grados_prueba_99,55.5,6.2234492481203,"2022,03,08,10:09:18"
99,6.2234492481203_mm_55.50_grados_prueba_99,55.5,6.2234492481203,"2022,03,08,10:09:32"
99,6.2234492481203_mm_55.30_grados_prueba_99,55.3,6.2234492481203,"2022,03,08,10:09:46"
0,6.2234492481203_mm_60.00_grados_1_0,60.0,6.2234492481203,"2022,03,08,10:16:45"
0,6.2234492481203_mm_60.10_grados_2_0,60.1,6.2234492481203,"2022,03,08,10:16:59"
1,6.2234492481203_mm_65.20_grados_1_1,65.2,6.2234492481203,"2022,03,08,10:24:35"
1,6.2234492481203_mm_65.20_grados_2_1,65.2,6.2234492481203,"2022,03,08,10:24:49"
2,6.2234492481203_mm_70.10_grados_1_2,70.1,6.2234492481203,"2022,03,08,10:32:40"
2,6.2234492481203_mm_70.20_grados_2_2,70.2,6.2234492481203,"2022,03,08,10:32:54"
3,6.2234492481203_mm_75.00_grados_1_3,75.0,6.2234492481203,"2022,03,08,10:40:35"
3,6.2234492481203_mm_75.00_grados_2_3,75.0,6.2234492481203,"2022,03,08,10:40:49"
4,6.2234492481203_mm_80.00_grados_1_4,80.0,6.2234492481203,"2022,03,08,10:49:15"
4,6.2234492481203_mm_80.20_grados_2_4,80.2,6.2234492481203,"2022,03,08,10:49:29"
5,6.2234492481203_mm_84.90_grados_1_5,84.9,6.2234492481203,"2022,03,08,10:57:50"
5,6.2234492481203_mm_84.90_grados_2_5,84.9,6.2234492481203,"2022,03,08,10:58:04"
99,6.2234492481203_mm_86.00_grados_prueba_99,86.0,6.2234492481203,"2022,03,08,11:01:06"
0,6.2234492481203_mm_90.00_grados_1_0,90.0,6.2234492481203,"2022,03,08,11:08:45"
0,6.2234492481203_mm_90.10_grados_2_0,90.1,6.2234492481203,"2022,03,08,11:08:59"
1,6.2234492481203_mm_94.80_grados_1_1,94.8,6.2234492481203,"2022,03,08,11:17:05"
1,6.2234492481203_mm_95.00_grados_2_1,95.0,6.2234492481203,"2022,03,08,11:17:19"
2,6.2234492481203_mm_99.80_grados_1_2,99.8,6.2234492481203,"2022,03,08,11:26:20"
2,6.2234492481203_mm_99.90_grados_2_2,99.9,6.2234492481203,"2022,03,08,11:26:34"
3,6.2234492481203_mm_104.90_grados_1_3,104.9,6.2234492481203,"2022,03,08,11:35:35"
3,6.2234492481203_mm_105.00_grados_2_3,105.0,6.2234492481203,"2022,03,08,11:35:49"
4,6.2234492481203_mm_109.80_grados_1_4,109.8,6.2234492481203,"2022,03,08,11:44:10"
4,6.2234492481203_mm_109.80_grados_2_4,109.8,6.2234492481203,"2022,03,08,11:44:24"
5,6.2234492481203_mm_114.80_grados_1_5,114.8,6.2234492481203,"2022,03,08,11:53:35"
5,6.2234492481203_mm_114.80_grados_2_5,114.8,6.2234492481203,"2022,03,08,11:53:49"
99,6.2234492481203_mm_106.50_grados_prueba_99,106.5,6.2234492481203,"2022,03,08,12:07:01"
0,6.2234492481203_mm_119.90_grados_1_0,119.9,6.2234492481203,"2022,03,08,12:16:50"
0,6.2234492481203_mm_120.10_grados_2_0,120.1,6.2234492481203,"2022,03,08,12:17:04"
1,6.2234492481203_mm_124.70_grados_1_1,124.7,6.2234492481203,"2022,03,08,12:27:10"
1,6.2234492481203_mm_124.90_grados_2_1,124.9,6.2234492481203,"2022,03,08,12:27:24"
2,6.2234492481203_mm_129.90_grados_1_2,129.9,6.2234492481203,"2022,03,08,12:38:15"
2,6.2234492481203_mm_130.00_grados_2_2,130.0,6.2234492481203,"2022,03,08,12:38:29"
3,6.2234492481203_mm_134.80_grados_1_3,134.8,6.2234492481203,"2022,03,08,12:48:55"
3,6.2234492481203_mm_134.80_grados_2_3,134.8,6.2234492481203,"2022,03,08,12:49:09"
4,6.2234492481203_mm_139.70_grados_1_4,139.7,6.2234492481203,"2022,03,08,13:00:25"
4,6.2234492481203_mm_140.00_grados_2_4,140.0,6.2234492481203,"2022,03,08,13:00:39"
5,6.2234492481203_mm_144.50_grados_1_5,144.5,6.2234492481203,"2022,03,08,13:11:50"
5,6.2234492481203_mm_144.50_grados_2_5,144.5,6.2234492481203,"2022,03,08,13:12:04"
99,6.2234492481203_mm_143.30_grados_prueba_99,143.3,6.2234492481203,"2022,03,08,13:17:36"
0,6.2234492481203_mm_149.90_grados_1_0,149.9,6.2234492481203,"2022,03,08,13:27:36"
0,6.2234492481203_mm_149.80_grados_2_0,149.8,6.2234492481203,"2022,03,08,13:27:50"
1,6.2234492481203_mm_155.00_grados_1_1,155.0,6.2234492481203,"2022,03,08,13:41:06"
1,6.2234492481203_mm_155.20_grados_2_1,155.2,6.2234492481203,"2022,03,08,13:41:20"
2,6.2234492481203_mm_160.00_grados_1_2,160.0,6.2234492481203,"2022,03,08,13:55:51"
2,6.2234492481203_mm_160.00_grados_2_2,160.0,6.2234492481203,"2022,03,08,13:56:05"
3,6.2234492481203_mm_165.10_grados_1_3,165.1,6.2234492481203,"2022,03,08,14:08:46"
3,6.2234492481203_mm_165.10_grados_2_3,165.1,6.2234492481203,"2022,03,08,14:09:00"
4,6.2234492481203_mm_169.20_grados_1_4,169.2,6.2234492481203,"2022,03,08,14:23:36"
4,6.2234492481203_mm_169.20_grados_2_4,169.2,6.2234492481203,"2022,03,08,14:23:50"
5,6.2234492481203_mm_174.70_grados_1_5,174.7,6.2234492481203,"2022,03,08,14:42:26"
5,6.2234492481203_mm_175.00_grados_2_5,175.0,6.2234492481203,"2022,03,08,14:42:40"
99,6.2234492481203_mm_171.50_grados_prueba_99,171.5,6.2234492481203,"2022,03,08,14:48:23"
99,6.2234492481203_mm_171.50_grados_prueba_99,171.5,6.2234492481203,"2022,03,08,14:48:37"
99,6.2234492481203_mm_171.40_grados_prueba_99,171.4,6.2234492481203,"2022,03,08,14:48:51"
0,6.2234492481203_mm_179.80_grados_1_0,179.8,6.2234492481203,"2022,03,08,15:01:21"
0,6.2234492481203_mm_179.90_grados_1_0,179.9,6.2234492481203,"2022,03,08,15:01:35"
0,6.2234492481203_mm_179.70_grados_1_0,179.7,6.2234492481203,"2022,03,08,15:01:49"
0,6.2234492481203_mm_179.60_grados_2_0,179.6,6.2234492481203,"2022,03,08,15:02:03"
1,6.2234492481203_mm_184.60_grados_1_1,184.6,6.2234492481203,"2022,03,08,15:17:41"
1,6.2234492481203_mm_184.60_grados_2_1,184.6,6.2234492481203,"2022,03,08,15:17:55"
2,6.2234492481203_mm_189.40_grados_1_2,189.4,6.2234492481203,"2022,03,08,15:38:31"
2,6.2234492481203_mm_189.30_grados_2_2,189.3,6.2234492481203,"2022,03,08,15:38:45"
3,6.2234492481203_mm_194.90_grados_1_3,194.9,6.2234492481203,"2022,03,08,15:55:41"
3,6.2234492481203_mm_194.90_grados_2_3,194.9,6.2234492481203,"2022,03,08,15:55:55"
4,6.2234492481203_mm_200.00_grados_1_4,200.0,6.2234492481203,"2022,03,08,16:15:51"
4,6.2234492481203_mm_199.90_grados_2_4,199.9,6.2234492481203,"2022,03,08,16:16:05"
99,9.33517387218045_mm_21.00_grados_prueba_99,21.0,9.33517387218045,"2022,03,09,09:20:14"
0,9.33517387218045_mm_29.90_grados_1_0,29.9,9.33517387218045,"2022,03,09,09:25:49"
0,9.33517387218045_mm_29.90_grados_2_0,29.9,9.33517387218045,"2022,03,09,09:26:03"
1,9.33517387218045_mm_35.00_grados_1_1,35.0,9.33517387218045,"2022,03,09,09:32:29"
1,9.33517387218045_mm_35.10_grados_2_1,35.1,9.33517387218045,"2022,03,09,09:32:43"
2,9.33517387218045_mm_40.00_grados_1_2,40.0,9.33517387218045,"2022,03,09,09:39:09"
2,9.33517387218045_mm_40.00_grados_2_2,40.0,9.33517387218045,"2022,03,09,09:39:23"
3,9.33517387218045_mm_45.00_grados_1_3,45.0,9.33517387218045,"2022,03,09,09:46:14"
3,9.33517387218045_mm_45.10_grados_2_3,45.1,9.33517387218045,"2022,03,09,09:46:28"
4,9.33517387218045_mm_50.20_grados_1_4,50.2,9.33517387218045,"2022,03,09,09:53:44"
4,9.33517387218045_mm_50.20_grados_2_4,50.2,9.33517387218045,"2022,03,09,09:53:58"
5,9.33517387218045_mm_55.30_grados_1_5,55.3,9.33517387218045,"2022,03,09,10:01:24"
5,9.33517387218045_mm_55.30_grados_2_5,55.3,9.33517387218045,"2022,03,09,10:01:38"
99,9.33517387218045_mm_54.40_grados_prueba_99,54.4,9.33517387218045,"2022,03,09,10:09:29"
0,9.33517387218045_mm_60.00_grados_1_0,60.0,9.33517387218045,"2022,03,09,10:16:39"
0,9.33517387218045_mm_60.10_grados_2_0,60.1,9.33517387218045,"2022,03,09,10:16:53"
1,9.33517387218045_mm_64.90_grados_1_1,64.9,9.33517387218045,"2022,03,09,10:24:14"
1,9.33517387218045_mm_64.90_grados_2_1,64.9,9.33517387218045,"2022,03,09,10:24:28"
2,9.33517387218045_mm_70.10_grados_1_2,70.1,9.33517387218045,"2022,03,09,10:32:19"
2,9.33517387218045_mm_70.10_grados_2_2,70.1,9.33517387218045,"2022,03,09,10:32:33"
3,9.33517387218045_mm_75.10_grados_1_3,75.1,9.33517387218045,"2022,03,09,10:40:19"
3,9.33517387218045_mm_75.10_grados_2_3,75.1,9.33517387218045,"2022,03,09,10:40:33"
4,9.33517387218045_mm_79.90_grados_1_4,79.9,9.33517387218045,"2022,03,09,10:48:24"
4,9.33517387218045_mm_79.90_grados_2_4,79.9,9.33517387218045,"2022,03,09,10:48:38"
5,9.33517387218045_mm_85.00_grados_1_5,85.0,9.33517387218045,"2022,03,09,10:56:54"
5,9.33517387218045_mm_85.10_grados_2_5,85.1,9.33517387218045,"2022,03,09,10:57:08"
99,9.33517387218045_mm_85.70_grados_prueba_99,85.7,9.33517387218045,"2022,03,09,10:58:34"
0,9.33517387218045_mm_90.00_grados_1_0,90.0,9.33517387218045,"2022,03,09,11:06:19"
0,9.33517387218045_mm_90.10_grados_2_0,90.1,9.33517387218045,"2022,03,09,11:06:33"
1,9.33517387218045_mm_94.80_grados_1_1,94.8,9.33517387218045,"2022,03,09,11:14:34"
1,9.33517387218045_mm_95.00_grados_2_1,95.0,9.33517387218045,"2022,03,09,11:14:48"
2,9.33517387218045_mm_100.10_grados_1_2,100.1,9.33517387218045,"2022,03,09,11:23:04"
2,9.33517387218045_mm_100.20_grados_2_2,100.2,9.33517387218045,"2022,03,09,11:23:18"
3,9.33517387218045_mm_105.30_grados_1_3,105.3,9.33517387218045,"2022,03,09,11:31:24"
3,9.33517387218045_mm_105.20_grados_2_3,105.2,9.33517387218045,"2022,03,09,11:31:38"
4,9.33517387218045_mm_110.00_grados_1_4,110.0,9.33517387218045,"2022,03,09,11:40:49"
4,9.33517387218045_mm_110.10_grados_2_4,110.1,9.33517387218045,"2022,03,09,11:41:03"
5,9.33517387218045_mm_114.90_grados_1_5,114.9,9.33517387218045,"2022,03,09,11:49:49"
5,9.33517387218045_mm_115.10_grados_2_5,115.1,9.33517387218045,"2022,03,09,11:50:03"
99,9.33517387218045_mm_115.00_grados_prueba_99,115.0,9.33517387218045,"2022,03,09,11:52:11"
0,9.33517387218045_mm_119.70_grados_1_0,119.7,9.33517387218045,"2022,03,09,12:00:44"
0,9.33517387218045_mm_119.70_grados_2_0,119.7,9.33517387218045,"2022,03,09,12:00:58"
1,9.33517387218045_mm_124.60_grados_1_1,124.6,9.33517387218045,"2022,03,09,12:11:04"
1,9.33517387218045_mm_124.80_grados_2_1,124.8,9.33517387218045,"2022,03,09,12:11:18"
2,9.33517387218045_mm_130.10_grados_1_2,130.1,9.33517387218045,"2022,03,09,12:22:44"
2,9.33517387218045_mm_130.20_grados_2_2,130.2,9.33517387218045,"2022,03,09,12:22:58"
3,9.33517387218045_mm_134.90_grados_1_3,134.9,9.33517387218045,"2022,03,09,12:33:49"
3,9.33517387218045_mm_135.00_grados_2_3,135.0,9.33517387218045,"2022,03,09,12:34:03"
4,9.33517387218045_mm_139.80_grados_1_4,139.8,9.33517387218045,"2022,03,09,12:44:14"
4,9.33517387218045_mm_139.80_grados_2_4,139.8,9.33517387218045,"2022,03,09,12:44:28"
5,9.33517387218045_mm_144.90_grados_1_5,144.9,9.33517387218045,"2022,03,09,12:56:49"
5,9.33517387218045_mm_144.80_grados_2_5,144.8,9.33517387218045,"2022,03,09,12:57:03"
99,9.33517387218045_mm_145.30_grados_prueba_99,145.3,9.33517387218045,"2022,03,09,12:59:08"
99,9.33517387218045_mm_145.40_grados_prueba_99,145.4,9.33517387218045,"2022,03,09,12:59:22"
99,9.33517387218045_mm_145.30_grados_prueba_99,145.3,9.33517387218045,"2022,03,09,12:59:36"
0,9.33517387218045_mm_149.80_grados_1_0,149.8,9.33517387218045,"2022,03,09,13:10:29"
0,9.33517387218045_mm_149.90_grados_2_0,149.9,9.33517387218045,"2022,03,09,13:10:43"
1,9.33517387218045_mm_154.80_grados_1_1,154.8,9.33517387218045,"2022,03,09,13:21:45"
1,9.33517387218045_mm_154.80_grados_2_1,154.8,9.33517387218045,"2022,03,09,13:21:59"
2,9.33517387218045_mm_159.70_grados_1_2,159.7,9.33517387218045,"2022,03,09,13:33:40"
2,9.33517387218045_mm_159.70_grados_2_2,159.7,9.33517387218045,"2022,03,09,13:33:54"
3,9.33517387218045_mm_164.90_grados_1_3,164.9,9.33517387218045,"2022,03,09,13:45:30"
3,9.33517387218045_mm_164.80_grados_2_3,164.8,9.33517387218045,"2022,03,09,13:45:44"
4,9.33517387218045_mm_169.50_grados_1_4,169.5,9.33517387218045,"2022,03,09,14:00:20"
4,9.33517387218045_mm_169.60_grados_2_4,169.6,9.33517387218045,"2022,03,09,14:00:34"
5,9.33517387218045_mm_174.70_grados_1_5,174.7,9.33517387218045,"2022,03,09,14:16:25"
5,9.33517387218045_mm_174.70_grados_2_5,174.7,9.33517387218045,"2022,03,09,14:16:39"
99,9.33517387218045_mm_124.30_grados_prueba_99,124.3,9.33517387218045,"2022,03,09,15:00:31"
99,9.33517387218045_mm_123.20_grados_prueba_99,123.2,9.33517387218045,"2022,03,09,15:00:45"
0,9.33517387218045_mm_180.50_grados_1_0,180.5,9.33517387218045,"2022,03,09,15:25:15"
0,9.33517387218045_mm_180.70_grados_2_0,180.7,9.33517387218045,"2022,03,09,15:25:29"
1,9.33517387218045_mm_184.60_grados_1_1,184.6,9.33517387218045,"2022,03,09,15:41:50"
1,9.33517387218045_mm_184.50_grados_2_1,184.5,9.33517387218045,"2022,03,09,15:42:04"
2,9.33517387218045_mm_189.90_grados_1_2,189.9,9.33517387218045,"2022,03,09,15:58:15"
2,9.33517387218045_mm_189.80_grados_2_2,189.8,9.33517387218045,"2022,03,09,15:58:29"
3,9.33517387218045_mm_194.80_grados_1_3,194.8,9.33517387218045,"2022,03,09,16:15:45"
3,9.33517387218045_mm_194.70_grados_2_3,194.7,9.33517387218045,"2022,03,09,16:15:59"
4,9.33517387218045_mm_199.60_grados_1_4,199.6,9.33517387218045,"2022,03,09,16:32:25"
4,9.33517387218045_mm_199.50_grados_2_4,199.5,9.33517387218045,"2022,03,09,16:32:39"
99,12.4468984962406_mm_23.50_grados_prueba_99,23.5,12.4468984962406,"2022,03,10,09:23:02"
99,12.4468984962406_mm_23.80_grados_prueba_99,23.8,12.4468984962406,"2022,03,10,09:23:16"
0,12.4468984962406_mm_30.00_grados_1_0,30.0,12.4468984962406,"2022,03,10,09:28:47"
0,12.4468984962406_mm_30.10_grados_2_0,30.1,12.4468984962406,"2022,03,10,09:29:01"
1,12.4468984962406_mm_35.00_grados_1_1,35.0,12.4468984962406,"2022,03,10,09:35:02"
1,12.4468984962406_mm_35.10_grados_2_1,35.1,12.4468984962406,"2022,03,10,09:35:16"
2,12.4468984962406_mm_40.00_grados_1_2,40.0,12.4468984962406,"2022,03,10,09:41:57"
2,12.4468984962406_mm_40.10_grados_2_2,40.1,12.4468984962406,"2022,03,10,09:42:11"
3,12.4468984962406_mm_45.00_grados_1_3,45.0,12.4468984962406,"2022,03,10,09:48:47"
3,12.4468984962406_mm_45.00_grados_2_3,45.0,12.4468984962406,"2022,03,10,09:49:01"
4,12.4468984962406_mm_50.00_grados_1_4,50.0,12.4468984962406,"2022,03,10,09:56:07"
4,12.4468984962406_mm_50.20_grados_2_4,50.2,12.4468984962406,"2022,03,10,09:56:21"
5,12.4468984962406_mm_55.10_grados_1_5,55.1,12.4468984962406,"2022,03,10,10:03:37"
5,12.4468984962406_mm_55.10_grados_2_5,55.1,12.4468984962406,"2022,03,10,10:03:51"
99,12.4468984962406_mm_55.60_grados_prueba_99,55.6,12.4468984962406,"2022,03,10,10:06:12"
0,12.4468984962406_mm_60.10_grados_1_0,60.1,12.4468984962406,"2022,03,10,10:13:32"
0,12.4468984962406_mm_60.10_grados_2_0,60.1,12.4468984962406,"2022,03,10,10:13:46"
1,12.4468984962406_mm_65.20_grados_1_1,65.2,12.4468984962406,"2022,03,10,10:21:07"
1,12.4468984962406_mm_65.20_grados_2_1,65.2,12.4468984962406,"2022,03,10,10:21:21"
2,12.4468984962406_mm_69.90_grados_1_2,69.9,12.4468984962406,"2022,03,10,10:29:02"
2,12.4468984962406_mm_70.00_grados_2_2,70.0,12.4468984962406,"2022,03,10,10:29:16"
2,12.4468984962406_mm_70.10_grados_2_2,70.1,12.4468984962406,"2022,03,10,10:29:31"
3,12.4468984962406_mm_75.00_grados_1_3,75.0,12.4468984962406,"2022,03,10,10:36:57"
3,12.4468984962406_mm_75.00_grados_2_3,75.0,12.4468984962406,"2022,03,10,10:37:12"
4,12.4468984962406_mm_80.00_grados_1_4,80.0,12.4468984962406,"2022,03,10,10:45:13"
4,12.4468984962406_mm_80.10_grados_2_4,80.1,12.4468984962406,"2022,03,10,10:45:27"
5,12.4468984962406_mm_86.80_grados_1_5,86.8,12.4468984962406,"2022,03,10,10:53:53"
5,12.4468984962406_mm_87.00_grados_1_5,87.0,12.4468984962406,"2022,03,10,10:54:07"
5,12.4468984962406_mm_87.20_grados_1_5,87.2,12.4468984962406,"2022,03,10,10:54:21"
5,12.4468984962406_mm_87.30_grados_2_5,87.3,12.4468984962406,"2022,03,10,10:54:35"
99,12.4468984962406_mm_87.30_grados_prueba_99,87.3,12.4468984962406,"2022,03,10,10:55:33"
0,12.4468984962406_mm_89.90_grados_1_0,89.9,12.4468984962406,"2022,03,10,11:04:33"
0,12.4468984962406_mm_89.90_grados_2_0,89.9,12.4468984962406,"2022,03,10,11:04:47"
1,12.4468984962406_mm_95.10_grados_1_1,95.1,12.4468984962406,"2022,03,10,11:13:48"
1,12.4468984962406_mm_95.10_grados_2_1,95.1,12.4468984962406,"2022,03,10,11:14:02"
2,12.4468984962406_mm_99.80_grados_1_2,99.8,12.4468984962406,"2022,03,10,11:22:03"
2,12.4468984962406_mm_99.90_grados_2_2,99.9,12.4468984962406,"2022,03,10,11:22:17"
3,12.4468984962406_mm_105.00_grados_1_3,105.0,12.4468984962406,"2022,03,10,11:30:48"
3,12.4468984962406_mm_105.10_grados_2_3,105.1,12.4468984962406,"2022,03,10,11:31:02"
4,12.4468984962406_mm_110.00_grados_1_4,110.0,12.4468984962406,"2022,03,10,11:40:23"
4,12.4468984962406_mm_110.00_grados_2_4,110.0,12.4468984962406,"2022,03,10,11:40:37"
5,12.4468984962406_mm_115.00_grados_1_5,115.0,12.4468984962406,"2022,03,10,11:50:23"
5,12.4468984962406_mm_115.00_grados_2_5,115.0,12.4468984962406,"2022,03,10,11:50:37"
99,12.4468984962406_mm_115.80_grados_prueba_99,115.8,12.4468984962406,"2022,03,10,11:54:30"
99,12.4468984962406_mm_115.90_grados_prueba_99,115.9,12.4468984962406,"2022,03,10,11:54:44"
0,12.4468984962406_mm_119.20_grados_1_0,119.2,12.4468984962406,"2022,03,10,12:01:28"
0,12.4468984962406_mm_119.50_grados_2_0,119.5,12.4468984962406,"2022,03,10,12:01:42"
0,12.4468984962406_mm_119.60_grados_2_0,119.6,12.4468984962406,"2022,03,10,12:01:56"
1,12.4468984962406_mm_124.50_grados_1_1,124.5,12.4468984962406,"2022,03,10,12:13:08"
1,12.4468984962406_mm_124.80_grados_2_1,124.8,12.4468984962406,"2022,03,10,12:13:22"
2,12.4468984962406_mm_129.90_grados_1_2,129.9,12.4468984962406,"2022,03,10,12:22:03"
2,12.4468984962406_mm_129.90_grados_2_2,129.9,12.4468984962406,"2022,03,10,12:22:17"
3,12.4468984962406_mm_134.80_grados_1_3,134.8,12.4468984962406,"2022,03,10,12:33:48"
3,12.4468984962406_mm_135.00_grados_2_3,135.0,12.4468984962406,"2022,03,10,12:34:02"
4,12.4468984962406_mm_139.50_grados_1_4,139.5,12.4468984962406,"2022,03,10,12:47:03"
4,12.4468984962406_mm_139.60_grados_2_4,139.6,12.4468984962406,"2022,03,10,12:47:17"
5,12.4468984962406_mm_144.80_grados_1_5,144.8,12.4468984962406,"2022,03,10,12:59:58"
5,12.4468984962406_mm_144.80_grados_2_5,144.8,12.4468984962406,"2022,03,10,13:00:12"
99,12.4468984962406_mm_136.10_grados_prueba_99,136.1,12.4468984962406,"2022,03,10,13:14:00"
0,12.4468984962406_mm_149.90_grados_1_0,149.9,12.4468984962406,"2022,03,10,13:29:08"
0,12.4468984962406_mm_150.10_grados_2_0,150.1,12.4468984962406,"2022,03,10,13:29:22"
1,12.4468984962406_mm_154.60_grados_1_1,154.6,12.4468984962406,"2022,03,10,13:43:13"
1,12.4468984962406_mm_154.60_grados_2_1,154.6,12.4468984962406,"2022,03,10,13:43:27"
2,12.4468984962406_mm_159.80_grados_1_2,159.8,12.4468984962406,"2022,03,10,13:59:58"
2,12.4468984962406_mm_159.90_grados_2_2,159.9,12.4468984962406,"2022,03,10,14:00:12"
3,12.4468984962406_mm_163.70_grados_1_3,163.7,12.4468984962406,"2022,03,10,14:15:48"
3,12.4468984962406_mm_163.90_grados_2_3,163.9,12.4468984962406,"2022,03,10,14:16:02"
4,12.4468984962406_mm_169.90_grados_1_4,169.9,12.4468984962406,"2022,03,10,14:31:18"
4,12.4468984962406_mm_170.00_grados_2_4,170.0,12.4468984962406,"2022,03,10,14:31:32"
5,12.4468984962406_mm_174.30_grados_1_5,174.3,12.4468984962406,"2022,03,10,14:44:33"
5,12.4468984962406_mm_174.40_grados_2_5,174.4,12.4468984962406,"2022,03,10,14:44:47"
99,12.4468984962406_mm_175.50_grados_prueba_99,175.5,12.4468984962406,"2022,03,10,14:48:02"
99,12.4468984962406_mm_174.70_grados_prueba_99,174.7,12.4468984962406,"2022,03,10,14:48:16"
0,12.4468984962406_mm_179.50_grados_1_0,179.5,12.4468984962406,"2022,03,10,15:03:48"
0,12.4468984962406_mm_179.50_grados_2_0,179.5,12.4468984962406,"2022,03,10,15:04:02"
1,12.4468984962406_mm_184.50_grados_1_1,184.5,12.4468984962406,"2022,03,10,15:22:33"
1,12.4468984962406_mm_184.60_grados_2_1,184.6,12.4468984962406,"2022,03,10,15:22:47"
2,12.4468984962406_mm_189.50_grados_1_2,189.5,12.4468984962406,"2022,03,10,15:40:48"
2,12.4468984962406_mm_189.50_grados_2_2,189.5,12.4468984962406,"2022,03,10,15:41:02"
3,12.4468984962406_mm_194.90_grados_1_3,194.9,12.4468984962406,"2022,03,10,15:58:19"
3,12.4468984962406_mm_194.90_grados_2_3,194.9,12.4468984962406,"2022,03,10,15:58:33"
4,12.4468984962406_mm_199.70_grados_1_4,199.7,12.4468984962406,"2022,03,10,16:18:29"
4,12.4468984962406_mm_199.80_grados_2_4,199.8,12.4468984962406,"2022,03,10,16:18:43"
99,0.0_mm_24.80_grados_prueba_99,24.8,0.0,"2022,03,11,09:06:12"
0,0.0_mm_29.90_grados_1_0,29.9,0.0,"2022,03,11,09:10:52"
